,CROPS,SOIL,SOIL_PH,CROP_DURATION,WATERSOURCE,TEMP,WATER_REQUIRED,RELATIVE_HUMIDITY
88,rice,Alluvia or loamy and clayey soil,5.8,150.0,"irrigated,rainfall",24.96,1826.0,69.47
89,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
90,rice,Alluvia or loamy and clayey soil,6.0,150.0,"irrigated,rainfall",25.21,1828.0,68.78
91,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
92,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
93,rice,Alluvia or loamy and clayey soil,5.7,150.0,"irrigated,rainfall",24.84,1846.0,67.85
94,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
95,rice,Alluvia or loamy and clayey soil,6.3,150.0,"irrigated,rainfall",25.55,1806.0,68.94
96,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
97,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
98,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.12,918.0,79.57
99,rice,Alluvia or loamy and clayey soil,5.6,150.0,"irrigated,rainfall",25.41,1818.0,65.68
100,rice,Alluvia or loamy and clayey soil,5.1,150.0,"irrigated,rainfall",20.41,1088.0,69.64
101,rice,Alluvia or loamy and clayey soil,5.3,150.0,"irrigated,rainfall",22.02,1407.0,72.51
102,rice,Alluvia or loamy and clayey soil,6.0,150.0,"irrigated,rainfall",22.61,1286.0,72.48
103,rice,Alluvia or loamy and clayey soil,6.0,150.0,"irrigated,rainfall",25.23,1847.0,66.85
104,rice,Alluvia or loamy and clayey soil,5.3,150.0,"irrigated,rainfall",20.21,920.0,79.33
105,rice,Alluvia or loamy and clayey soil,5.2,150.0,"irrigated,rainfall",23.96,1834.0,68.84
106,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
107,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
108,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
109,rice,Alluvia or loamy and clayey soil,5.8,150.0,"irrigated,rainfall",24.94,1847.0,67.85
110,rice,Alluvia or loamy and clayey soil,5.4,150.0,"irrigated,rainfall",24.32,1841.0,69.4
111,rice,Alluvia or loamy and clayey soil,5.8,150.0,"irrigated,rainfall",25.21,1843.0,66.67
112,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
113,rice,Alluvia or loamy and clayey soil,6.2,150.0,"irrigated,rainfall",25.28,1843.0,67.57
114,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",21.56,1847.0,70.21
115,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
116,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
117,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.61,1804.0,68.9
118,rice,Alluvia or loamy and clayey soil,5.3,150.0,"irrigated,rainfall",23.93,1833.0,71.03
119,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
120,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
121,rice,Alluvia or loamy and clayey soil,5.1,150.0,"irrigated,rainfall",20.12,918.0,79.79
122,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
123,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
124,rice,Alluvia or loamy and clayey soil,5.4,150.0,"irrigated,rainfall",25.53,1794.0,64.98
125,rice,Alluvia or loamy and clayey soil,5.2,150.0,"irrigated,rainfall",24.15,1825.0,67.9
126,rice,Alluvia or loamy and clayey soil,6.2,150.0,"irrigated,rainfall",25.39,1813.0,69.05
127,rice,Alluvia or loamy and clayey soil,5.9,150.0,"irrigated,rainfall",24.54,1830.0,69.58
128,rice,Alluvia or loamy and clayey soil,5.7,150.0,"irrigated,rainfall",24.71,1831.0,69.65
129,rice,Alluvia or loamy and clayey soil,5.3,150.0,"irrigated,rainfall",24.55,1806.0,65.99
130,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
131,rice,Alluvia or loamy and clayey soil,5.8,150.0,"irrigated,rainfall",24.99,1825.0,69.44
132,rice,Alluvia or loamy and clayey soil,5.5,150.0,"irrigated,rainfall",25.46,1808.0,65.39
133,rice,Alluvia or loamy and clayey soil,5.8,150.0,"irrigated,rainfall",25.04,1824.0,69.37
134,rice,Alluvia or loamy and clayey soil,5.9,150.0,"irrigated,rainfall",25.06,1823.0,69.34
135,rice,Alluvia or loamy and clayey soil,6.3,150.0,"irrigated,rainfall",25.44,1824.0,68.29
136,rice,Alluvia or loamy and clayey soil,6.1,150.0,"irrigated,rainfall",21.82,1171.0,73.26
137,rice,Alluvia or loamy and clayey soil,5.3,150.0,"irrigated,rainfall",20.79,945.0,78.04
138,rice,Alluvia or loamy and clayey soil,5.5,150.0,"irrigated,rainfall",23.95,1794.0,70.16
139,rice,Alluvia or loamy and clayey soil,5.2,150.0,"irrigated,rainfall",23.84,1823.0,68.25
140,rice,Alluvia or loamy and clayey soil,5.4,150.0,"irrigated,rainfall",20.44,926.0,78.76
141,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
142,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.09,918.0,79.64
143,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.08,918.0,79.88
144,rice,Alluvia or loamy and clayey soil,6.0,150.0,"irrigated,rainfall",24.98,1826.0,69.32
145,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.87
146,rice,Alluvia or loamy and clayey soil,5.9,150.0,"irrigated,rainfall",25.1,1827.0,69.08
147,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.44,1810.0,69.04
148,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
149,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
150,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
151,rice,Alluvia or loamy and clayey soil,5.4,150.0,"irrigated,rainfall",24.23,1832.0,70.55
152,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
153,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
154,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.46,1806.0,68.98
155,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
156,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
157,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
158,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
159,rice,Alluvia or loamy and clayey soil,6.6,150.0,"irrigated,rainfall",24.32,1782.0,69.51
160,rice,Alluvia or loamy and clayey soil,6.4,150.0,"irrigated,rainfall",24.37,1830.0,69.51
161,rice,Alluvia or loamy and clayey soil,6.3,150.0,"irrigated,rainfall",25.38,1831.0,68.07
162,rice,Alluvia or loamy and clayey soil,6.0,150.0,"irrigated,rainfall",25.22,1849.0,66.96
163,rice,Alluvia or loamy and clayey soil,6.4,150.0,"irrigated,rainfall",25.62,1805.0,68.85
164,rice,Alluvia or loamy and clayey soil,6.1,150.0,"irrigated,rainfall",25.26,1845.0,67.43
165,rice,Alluvia or loamy and clayey soil,5.3,150.0,"irrigated,rainfall",20.45,928.0,78.28
166,rice,Alluvia or loamy and clayey soil,5.2,150.0,"irrigated,rainfall",23.61,1836.0,69.33
167,rice,Alluvia or loamy and clayey soil,6.1,150.0,"irrigated,rainfall",24.63,1832.0,69.41
168,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
169,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.09,918.0,79.86
170,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",23.87,1671.0,70.33
171,rice,Alluvia or loamy and clayey soil,6.3,150.0,"irrigated,rainfall",25.46,1823.0,68.34
172,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
173,rice,Alluvia or loamy and clayey soil,5.4,150.0,"irrigated,rainfall",24.28,1840.0,69.75
174,rice,Alluvia or loamy and clayey soil,6.3,150.0,"irrigated,rainfall",25.39,1830.0,68.1
175,rice,Alluvia or loamy and clayey soil,5.8,150.0,"irrigated,rainfall",20.67,974.0,77.07
176,rice,Alluvia or loamy and clayey soil,5.2,150.0,"irrigated,rainfall",23.59,1840.0,70.16
177,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
178,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
179,rice,Alluvia or loamy and clayey soil,5.1,150.0,"irrigated,rainfall",20.86,1043.0,75.94
180,rice,Alluvia or loamy and clayey soil,5.3,150.0,"irrigated,rainfall",21.01,1026.0,75.68
181,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
182,rice,Alluvia or loamy and clayey soil,6.2,150.0,"irrigated,rainfall",25.41,1812.0,69.04
183,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
184,rice,Alluvia or loamy and clayey soil,5.1,150.0,"irrigated,rainfall",20.21,919.0,79.58
185,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
186,rice,Alluvia or loamy and clayey soil,5.2,150.0,"irrigated,rainfall",20.51,945.0,77.38
187,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.05,1753.0,69.26
188,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
189,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
190,rice,Alluvia or loamy and clayey soil,6.3,150.0,"irrigated,rainfall",25.39,1828.0,68.18
191,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
192,rice,Alluvia or loamy and clayey soil,5.4,150.0,"irrigated,rainfall",25.54,1790.0,64.89
193,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
194,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
195,rice,Alluvia or loamy and clayey soil,6.2,150.0,"irrigated,rainfall",25.41,1812.0,69.04
196,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
197,rice,Alluvia or loamy and clayey soil,5.5,150.0,"irrigated,rainfall",24.45,1832.0,70.22
198,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
199,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.88
200,rice,Alluvia or loamy and clayey soil,5.8,150.0,"irrigated,rainfall",25.01,1824.0,69.4
201,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
202,rice,Alluvia or loamy and clayey soil,5.5,150.0,"irrigated,rainfall",22.2,1655.0,65.91
203,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
204,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
205,rice,Alluvia or loamy and clayey soil,6.4,150.0,"irrigated,rainfall",25.6,1801.0,68.91
206,rice,Alluvia or loamy and clayey soil,6.4,150.0,"irrigated,rainfall",25.52,1816.0,68.52
207,rice,Alluvia or loamy and clayey soil,5.5,150.0,"irrigated,rainfall",21.85,1297.0,69.69
208,rice,Alluvia or loamy and clayey soil,6.4,150.0,"irrigated,rainfall",24.69,1714.0,69.48
209,rice,Alluvia or loamy and clayey soil,6.4,150.0,"irrigated,rainfall",25.56,1805.0,68.93
210,rice,Alluvia or loamy and clayey soil,6.2,150.0,"irrigated,rainfall",25.4,1812.0,69.05
211,rice,Alluvia or loamy and clayey soil,6.0,150.0,"irrigated,rainfall",24.37,1840.0,66.92
212,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.08,918.0,79.82
213,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
214,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
215,rice,Alluvia or loamy and clayey soil,6.2,150.0,"irrigated,rainfall",25.43,1811.0,69.02
216,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
217,rice,Alluvia or loamy and clayey soil,6.0,150.0,"irrigated,rainfall",25.2,1848.0,67.29
218,rice,Alluvia or loamy and clayey soil,6.4,150.0,"irrigated,rainfall",25.57,1805.0,68.93
219,rice,Alluvia or loamy and clayey soil,5.2,150.0,"irrigated,rainfall",23.49,1840.0,70.14
220,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
221,rice,Alluvia or loamy and clayey soil,5.8,150.0,"irrigated,rainfall",24.97,1846.0,67.59
222,rice,Alluvia or loamy and clayey soil,5.9,150.0,"irrigated,rainfall",25.01,1817.0,69.32
223,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
224,rice,Alluvia or loamy and clayey soil,5.4,150.0,"irrigated,rainfall",24.23,1841.0,69.22
225,rice,Alluvia or loamy and clayey soil,5.6,150.0,"irrigated,rainfall",25.42,1816.0,65.61
226,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
227,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
228,rice,Alluvia or loamy and clayey soil,5.6,150.0,"irrigated,rainfall",25.43,1814.0,65.57
229,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
230,rice,Alluvia or loamy and clayey soil,5.4,150.0,"irrigated,rainfall",24.25,1832.0,70.53
231,rice,Alluvia or loamy and clayey soil,5.2,150.0,"irrigated,rainfall",24.54,1797.0,66.46
232,rice,Alluvia or loamy and clayey soil,5.7,150.0,"irrigated,rainfall",21.56,1016.0,75.64
233,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
234,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
235,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
236,rice,Alluvia or loamy and clayey soil,6.4,150.0,"irrigated,rainfall",25.47,1822.0,68.37
237,rice,Alluvia or loamy and clayey soil,6.1,150.0,"irrigated,rainfall",25.26,1845.0,67.46
238,rice,Alluvia or loamy and clayey soil,6.3,150.0,"irrigated,rainfall",25.48,1809.0,68.98
239,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
240,rice,Alluvia or loamy and clayey soil,5.1,150.0,"irrigated,rainfall",20.24,919.0,79.53
241,rice,Alluvia or loamy and clayey soil,5.5,150.0,"irrigated,rainfall",25.17,1819.0,66.03
242,rice,Alluvia or loamy and clayey soil,5.6,150.0,"irrigated,rainfall",20.42,945.0,77.98
243,rice,Alluvia or loamy and clayey soil,5.3,150.0,"irrigated,rainfall",21.27,1268.0,69.56
244,rice,Alluvia or loamy and clayey soil,5.5,150.0,"irrigated,rainfall",24.59,1804.0,65.39
245,rice,Alluvia or loamy and clayey soil,5.5,150.0,"irrigated,rainfall",25.48,1804.0,65.27
246,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
247,rice,Alluvia or loamy and clayey soil,6.4,150.0,"irrigated,rainfall",24.47,1691.0,69.57
248,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",24.67,1643.0,63.38
249,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
250,rice,Alluvia or loamy and clayey soil,5.2,150.0,"irrigated,rainfall",24.58,1795.0,66.37
251,rice,Alluvia or loamy and clayey soil,5.2,150.0,"irrigated,rainfall",23.42,1840.0,71.6
252,rice,Alluvia or loamy and clayey soil,5.1,150.0,"irrigated,rainfall",22.74,1829.0,69.16
253,rice,Alluvia or loamy and clayey soil,6.5,150.0,"irrigated,rainfall",25.63,1804.0,68.89
254,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.88
255,rice,Alluvia or loamy and clayey soil,5.4,150.0,"irrigated,rainfall",20.54,929.0,78.38
256,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",24.14,1663.0,63.69
257,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
258,rice,Alluvia or loamy and clayey soil,5.1,150.0,"irrigated,rainfall",23.99,1789.0,66.89
259,rice,Alluvia or loamy and clayey soil,5.9,150.0,"irrigated,rainfall",25.24,1844.0,66.63
260,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
261,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.07,918.0,79.89
262,rice,Alluvia or loamy and clayey soil,5.0,150.0,"irrigated,rainfall",20.1,918.0,79.46
